comment_id,video_id,video_url,comment_url,text_original,author_name,author_img_url,author_channel_url,can_rate,viewer_rating,like_count,published_at,updated_at,crawled_date,crawled_time,can_reply,total_reply_count,is_public
Ugxg-c9DR76u_IlgdCx4AaABAg.9MTQGLg9H5t9MTQidjNHw3,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugxg-c9DR76u_IlgdCx4AaABAg.9MTQGLg9H5t9MTQidjNHw3,:O,Ugxg-c9DR76u_IlgdCx4AaABAg,farwil,https://yt3.ggpht.com/ytc/AAUvwnhDFiJyDw9anAkV2fERglhpnYTT3yfmHC6ZTCrmoA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCeVZR071m2S_kBovYKwTfew,True,none,2,2021-04-23T06:40:01Z,2021-04-23T06:40:01Z,2021-04-23,23:10:33
UgzeQptFg5XlGHOh_nl4AaABAg.9MT-S0-HxVH9MTFFVyf_es,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgzeQptFg5XlGHOh_nl4AaABAg.9MT-S0-HxVH9MTFFVyf_es,Para que sirve,UgzeQptFg5XlGHOh_nl4AaABAg,abraham vazquez garcia,https://yt3.ggpht.com/ytc/AAUvwniNQyjYJkoTBDlqNh9GWFtpzZRhwdju1LQUrCcRfw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCbk0lzvTIgDjIde57OURDfg,True,none,0,2021-04-23T04:59:47Z,2021-04-23T04:59:47Z,2021-04-23,23:10:33
UgzeQptFg5XlGHOh_nl4AaABAg.9MT-S0-HxVH9MTEmgbysOW,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgzeQptFg5XlGHOh_nl4AaABAg.9MT-S0-HxVH9MTEmgbysOW,Para que sirve eso,UgzeQptFg5XlGHOh_nl4AaABAg,PARCETUPIO,https://yt3.ggpht.com/ytc/AAUvwnjftia-j40Zk6GqSxMc7Ip9d2TeFgiUvY3iISCz=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCJMZeV0HyptNohGokpSDAAQ,True,none,0,2021-04-23T04:55:43Z,2021-04-23T04:55:43Z,2021-04-23,23:10:33
Ugy1x8FBgQuDeZoHoVh4AaABAg.9MT-49HxUy49MT4598yPLy,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugy1x8FBgQuDeZoHoVh4AaABAg.9MT-49HxUy49MT4598yPLy,X2,Ugy1x8FBgQuDeZoHoVh4AaABAg,stop motion films,https://yt3.ggpht.com/ytc/AAUvwnhxfC_oAKeLXbSrS5VjLldphokkZkRU-GSg-DvjwA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCBpQm9rOtpXWpouvIlNt84A,True,none,1,2021-04-23T03:22:15Z,2021-04-23T03:22:15Z,2021-04-23,23:10:34
UgxdZDwr6A3IHxmmnvd4AaABAg.9MSykqgCbUP9MTbb5C9Tms,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgxdZDwr6A3IHxmmnvd4AaABAg.9MSykqgCbUP9MTbb5C9Tms,Es verdad UwU,UgxdZDwr6A3IHxmmnvd4AaABAg,Mr sanchez,https://yt3.ggpht.com/ytc/AAUvwnhsOk5g3fRblDZeYE6wKW8Hu8yNWttf1EfPkVRn=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCIjc-loy0VJeQQKAKaZ2Stg,True,none,0,2021-04-23T08:23:51Z,2021-04-23T08:23:51Z,2021-04-23,23:10:34
UgwYrAQVWkn4SxLA3IZ4AaABAg.9MSy9VI3KSD9MTLerEiYBL,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgwYrAQVWkn4SxLA3IZ4AaABAg.9MSy9VI3KSD9MTLerEiYBL,Hola,UgwYrAQVWkn4SxLA3IZ4AaABAg,Eric Rojo Cespedes,https://yt3.ggpht.com/ytc/AAUvwnio_UTn_YW5TxAh7jbYou-ti_2VeegnkixWn1facA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCOJtxg37jfKeiQa1TdvdYeA,True,none,1,2021-04-23T05:55:49Z,2021-04-23T05:55:49Z,2021-04-23,23:10:34
UgxvAAXrLGFAPLF1Rml4AaABAg.9MSum66YcD39MSunksIxKf,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgxvAAXrLGFAPLF1Rml4AaABAg.9MSum66YcD39MSunksIxKf,Aaaaahhh,UgxvAAXrLGFAPLF1Rml4AaABAg,mi musica Medrano de tarifa,https://yt3.ggpht.com/ytc/AAUvwnizoW8bZ6gNcLePI-FcC3JQDYhMndE9oWcbrw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCd0KHoqO3Eo51KECapM9Ksg,True,none,0,2021-04-23T01:52:21Z,2021-04-23T01:52:21Z,2021-04-23,23:10:34
UgzZfCYEIBrPzDlXb3Z4AaABAg.9MSuWBKV8r29MSuqXUIsHQ,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgzZfCYEIBrPzDlXb3Z4AaABAg.9MSuWBKV8r29MSuqXUIsHQ,Si,UgzZfCYEIBrPzDlXb3Z4AaABAg,AGUSTI STAR,https://yt3.ggpht.com/ytc/AAUvwnhhOPSeHlQqhcHraMWsmWGyCa8Htp0uG7yK5FaG=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCkNHRv6zwQYo-YfTFpHEGaw,True,none,0,2021-04-23T01:52:44Z,2021-04-23T01:52:44Z,2021-04-23,23:10:34
UgwPL8bA3RTt0Yw2nS14AaABAg.9MStMuWQTk39MStTMFO_IC,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgwPL8bA3RTt0Yw2nS14AaABAg.9MStMuWQTk39MStTMFO_IC,Creo que por ahí $100,UgwPL8bA3RTt0Yw2nS14AaABAg,Elias Galeano,https://yt3.ggpht.com/ytc/AAUvwnjM-lfT_bbA7iBv7A5s3vqsprqK7otDhux1dA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCq-DYvJS6Rzgrua5j_l2Kgg,True,none,0,2021-04-23T01:40:42Z,2021-04-23T01:40:42Z,2021-04-23,23:10:34
Ugyi4H0YvYkkXBlroqB4AaABAg.9MSrwRRIcDC9MUDI-6KvLL,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugyi4H0YvYkkXBlroqB4AaABAg.9MSrwRRIcDC9MUDI-6KvLL,xD,Ugyi4H0YvYkkXBlroqB4AaABAg,Anita Moreno,https://yt3.ggpht.com/ytc/AAUvwngTmP1D4314X3FjfDBpi8j8SRGo8X9RY872270RzQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCXWwIUNvd3jp4-8o2iPWYYg,True,none,0,2021-04-23T14:01:53Z,2021-04-23T14:01:53Z,2021-04-23,23:10:34
Ugyi4H0YvYkkXBlroqB4AaABAg.9MSrwRRIcDC9MTjrghw_as,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugyi4H0YvYkkXBlroqB4AaABAg.9MSrwRRIcDC9MTjrghw_as,Parece un gato xD,Ugyi4H0YvYkkXBlroqB4AaABAg,Susy Ortega,https://yt3.ggpht.com/ytc/AAUvwni56HJYjTtP600oXxB-a3dokvwign98VSOeHqyy=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCQhpAciuveh16L88ScdERLQ,True,none,0,2021-04-23T09:36:01Z,2021-04-23T09:36:01Z,2021-04-23,23:10:34
Ugyi4H0YvYkkXBlroqB4AaABAg.9MSrwRRIcDC9MTdRxZl4Cr,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugyi4H0YvYkkXBlroqB4AaABAg.9MSrwRRIcDC9MTdRxZl4Cr,"Ver a la persona feliz , a quien nos ase felizes , es adorable 💗💙💜💗💙💜",Ugyi4H0YvYkkXBlroqB4AaABAg,yaliso gioouy,https://yt3.ggpht.com/ytc/AAUvwnh8IgxMbraufJ_InQHG0K6XfdypQpakFxvRDihf=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC8HGhnX7x8XvEcFOx0n6ojA,True,none,0,2021-04-23T08:39:56Z,2021-04-23T08:39:56Z,2021-04-23,23:10:34
Ugx4jaH4jkHb14EGgWZ4AaABAg.9MSk2P7gByT9MSlYuU_4XM,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugx4jaH4jkHb14EGgWZ4AaABAg.9MSk2P7gByT9MSlYuU_4XM,mike si por favor,Ugx4jaH4jkHb14EGgWZ4AaABAg,GustuRestaurant,https://yt3.ggpht.com/ytc/AAUvwnhnbXHAkEEj3vEztxWa6WXgwhlxQILT_oKJaw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCcRKDnBiC7BPOvMGJtaw5UA,True,none,0,2021-04-23T00:31:33Z,2021-04-23T00:31:33Z,2021-04-23,23:10:34
UgwWKJFUdq8hOKm2ewJ4AaABAg.9MSUgpauLgs9MTL2t6QW7Z,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgwWKJFUdq8hOKm2ewJ4AaABAg.9MSUgpauLgs9MTL2t6QW7Z,Xdd,UgwWKJFUdq8hOKm2ewJ4AaABAg,Mara Herreruela Soria,https://yt3.ggpht.com/ytc/AAUvwnhWK3IZsKImvcpojtJbIEj8u7WGYGiU-fPAIKcHBQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCLz_PkP9pzfRsOc7NP0lzWw,True,none,0,2021-04-23T05:50:29Z,2021-04-23T05:50:29Z,2021-04-23,23:10:36
UgwWKJFUdq8hOKm2ewJ4AaABAg.9MSUgpauLgs9MSv6uKe5zl,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgwWKJFUdq8hOKm2ewJ4AaABAg.9MSUgpauLgs9MSv6uKe5zl,Jajajaja,UgwWKJFUdq8hOKm2ewJ4AaABAg,José Alfredo Irigollen Meza,https://yt3.ggpht.com/ytc/AAUvwnjKkmJ8NDK7zkTwv_S4fu1N5_nsDiejU7zmHA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCPGB7ydvfWSk8IedY0LBNqA,True,none,0,2021-04-23T01:55:07Z,2021-04-23T01:55:07Z,2021-04-23,23:10:36
Ugx96jWprGpePwBAnlx4AaABAg.9MSREpPMhni9MU1TCENFTd,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugx96jWprGpePwBAnlx4AaABAg.9MSREpPMhni9MU1TCENFTd,Aaaa spoiler 😂,Ugx96jWprGpePwBAnlx4AaABAg,Adrilu Miranda,https://yt3.ggpht.com/ytc/AAUvwnilUuJ6OA94uI8IgTRUkngff16IoTWjdsjLUnrOoQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCOGfIHY4bN-vMZlB3vBb1yw,True,none,0,2021-04-23T12:18:34Z,2021-04-23T12:18:34Z,2021-04-23,23:10:36
