Category,Category Url,Title,Title Url,Area,Area Url,Author,Author Url,Date,Keyword,Content
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,Singers Jeryl and Masya to perform live at Genting Malaysia in September,https://www.thestar.com.my/lifestyle/entertainment/2020/08/17/singers-jeryl-and-masya-to-perform-live-at-genting-malaysia-in-september,MUSIC,https://www.thestar.com.my/lifestyle/music,MUMTAJ BEGUM,https://www.thestar.com.my/authors?q=MUMTAJ+BEGUM,08-17-2020,"Jeryl Lee,Siti Nurmasyitah Mohd Yusoff,Masya,My Sista,Genting","Resorts World Genting is going to hold its first concert since the movement control order (MCO) was implemented in March. And it’s happening on Sept 11, at 8.30pm, with Jeryl and Masya ‘My Sista’ live concert.
Of course, since the coronavirus crisis is still ongoing, the organiser will be carrying out the government-required safety measures before, during and after the concert. These include temperature screening before entrance, wearing face mask and checking in via MySejahtera app."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,"Basquiat tribute: Malaysian gallery presents painterly chaos, graffiti and more",https://www.thestar.com.my/lifestyle/culture/2020/08/17/basquiat-tribute-malaysian-gallery-presents-painterly-chaos-graffiti-and-more,ARTS,https://www.thestar.com.my/lifestyle/arts,DINESH KUMAR MAGANATHAN,https://www.thestar.com.my/authors?q=DINESH+KUMAR+MAGANATHAN,08-17-2020,"Artemis Art,Exhibition,Conversation With Basquiat,Jean-Michel Basquiat","The legacy of late American artist Jean-Michel Basquiat, who rewrote underground art culture in the 1980s with words, images and collages, remains as strong and inspiring as ever today.
The boundary-breaking Basquiat, a self-taught painter from Brooklyn, would have turned 60 this Dec 22."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,"New fashion documentary profiles Martin Margiela, the designer 'without a face'",https://www.thestar.com.my/lifestyle/style/2020/08/17/new-fashion-documentary-profiles-martin-margiela-the-designer-without-a-face,STYLE,https://www.thestar.com.my/lifestyle/style,AGENCY,https://www.thestar.com.my/authors?q=AGENCY,08-17-2020,"Fashion,Martin Margiela,Maison Martin Margiela,John Paul Gaultier,Martin Margiela: In His Own Words","An industry as overtly image-based as fashion design is always going to produce instantly recognisable stars. But as proven by Reiner Holzemer's intelligent, enjoyable if uncritical Martin Margiela: In His Own Words, in those cases, the figure of the designer can eclipse the design.
Think of Vivienne Westwood, and we think of her Elizabeth-I-safety-pinned-to-Sid-Vicious vibe; of Tom Ford and it's how his immaculate stubble often outguns his doubtless terrifyingly suave suit."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,Abused woman gets second face transplant,https://www.thestar.com.my/lifestyle/family/2020/08/17/a-first-in-us-second-in-the-world-woman-gets-second-face-transplant,FAMILY,https://www.thestar.com.my/lifestyle/family,AGENCY,https://www.thestar.com.my/authors?q=AGENCY,08-17-2020,"Family,Domestic Violence,Disfigured,Face Transplant,USA","For the second time in a decade, a New Hampshire woman has a new face.
Carmen Blandin Tarleton, whose face was disfigured in an attack by her ex-husband, became the first American and only the second person globally to undergo the procedure after her first transplant began to fail six years after the operation. The transplant from an anonymous donor took place at Boston's Brigham and Women’s Hospital last month."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,"No partner in sight for Pakistan's only cassowary, lonely for decades",https://www.thestar.com.my/lifestyle/living/2020/08/17/no-partner-in-sight-for-pakistan039s-only-cassowary-lonely-for-decades,ANIMALS,https://www.thestar.com.my/lifestyle/animals,AGENCY,https://www.thestar.com.my/authors?q=AGENCY,08-17-2020,"Cassowary,Zoos,Zoo Animals","With public life brought to a near-standstill by the coronavirus pandemic, it seemed that at least some zoo animals were enjoying the lack of visitors and their accompanying hubbub.
In Chicago, the United States, penguins got a chance to wander around the empty Shedd Aquarium, while in Hong Kong, two pandas mated for the first time in a decade with the abundance of private time due to the coronavirus."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,Dr Mahathir shows off 'modelling skills' on TikTok,https://www.thestar.com.my/lifestyle/entertainment/2020/08/17/dr-mahathir-shows-off-039modelling-skills039-on-tiktok,MOVIES,https://www.thestar.com.my/lifestyle/movies,KENNETH CHAW,https://www.thestar.com.my/authors?q=KENNETH+CHAW,08-17-2020,"Dr Mahathir,TikTok","Former prime minister Tun Dr Mahathir Mohamad had some fun on TikTok on Aug 16, showing off his ""modelling skills"" to his followers.
The 95-year-old began the video, titled ""Photoshoot like a model"", with a playful disclaimer: ""I'm not a model but here are some of my photos."""
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,Former Miss HK finalist Phoebe Sin opens up about marriage and motherhood,https://www.thestar.com.my/lifestyle/entertainment/2020/08/17/former-miss-hk-finalist-phoebe-sin-opens-up-about-marriage-and-motherhood,ENTERTAINMENT,https://www.thestar.com.my/lifestyle/entertainment,AGENCY,https://www.thestar.com.my/authors?q=AGENCY,08-17-2020,None,"In an Instagram post on Wednesday (Aug 12), actress and Miss Hong Kong finalist Phoebe Sin shared her thoughts on married life and motherhood, Oriental Daily News reported.
Sin, 30, met her husband, 43-year-old actor Ruco Chan, when she was competing in the 2016 Miss Hong Kong competition, where he was a guest judge."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,Treating 'bad' cholesterol has inconsistent health effects,https://www.thestar.com.my/lifestyle/health/2020/08/17/treating-039bad039-cholesterol-has-inconsistent-health-effects,WELLNESS,https://www.thestar.com.my/lifestyle/wellness,None,None,08-17-2020,"High Cholesterol,Heart Disease,Death,Drugs","Setting targets for “bad” (low density lipoprotein, LDL) cholesterol levels to ward off heart disease and death in those at risk might seem intuitive.
But decades of research have failed to show any consistent benefit for this approach, reveals an analysis of the available data, published online in the BMJ Evidence Based Medicine journal."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,Exclusive: US actor Jason Sudeikis brings a whole new (foot)ball game to comedy series 'Ted Lasso',https://www.thestar.com.my/lifestyle/entertainment/2020/08/17/american-actor-jason-sudeikis-brings-a-whole-new-ball-game-to-winning-comedy-series-039ted-lasso039,TV,https://www.thestar.com.my/lifestyle/tv,MUMTAJ BEGUM,https://www.thestar.com.my/authors?q=MUMTAJ+BEGUM,08-17-2020,"Jason Sudeikis,Apple TV,Bill Lawrence,Ted Lasson,English Premier League,Football","In 2013, when the American channel NBC Sports acquired the rights to broadcast the English Premier League (EPL) matches in the United States, the network asked actor Jason Sudeikis (Horrible Bosses) to do a promotional video to help pique Americans’ interest in the game they call soccer.
In this video, Sudeikis plays an American football coach named Ted Lasso who gets hired to train the Tottenham Hotspur Premier League team. Of course, Ted – who knows nothing about “soccer” – gets everything wrong, much to every Englishman’s chagrin."
Lifestyle,https://www.thestar.com.my/news/latest?tag=Lifestyle,A life’s work shattered: stained glass artist counts cost of Beirut blast,https://www.thestar.com.my/lifestyle/culture/2020/08/17/a-lifes-work-shattered-stained-glass-artist-counts-cost-of-beirut-blast,ARTS,https://www.thestar.com.my/lifestyle/arts,AGENCY,https://www.thestar.com.my/authors?q=AGENCY,08-17-2020,"Art,Stained Glass,Beirut,Artist,Explosion","Two decades of Maya Husseini's work to restore stained glass windows destroyed in the Lebanese civil war was lost in an instant in the seismic port explosion in Beirut.
""I can say that in this blast, 20 years of my professional life was on the ground,"" said Husseini, 60, who has worked on historic landmarks including many of Beirut's churches."
