comment_id,video_id,video_url,comment_url,text_original,author_name,author_img_url,author_channel_url,can_rate,viewer_rating,like_count,published_at,updated_at,crawled_date,crawled_time,can_reply,total_reply_count,is_public
Ugz8QVTbz3ZTiAgJdRd4AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugz8QVTbz3ZTiAgJdRd4AaABAg,Dale Mike sigue abriendo cajas,Leonel Castellanos,https://yt3.ggpht.com/ytc/AAUvwnhjzwYR4rOID2ewiwh_OAaSdOlaAXcArFXkQRn9Vg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCpAYFZQwTvs6ngKqR18TBVQ,True,none,0,2021-04-22T21:48:53Z,2021-04-22T21:48:53Z,2021-04-23,23:10:36,True,0,True
UgzFvzDO1ApQKNcAgFp4AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgzFvzDO1ApQKNcAgFp4AaABAg,Pagaría por que mike me de un ❤,Aldea Fruta,https://yt3.ggpht.com/ytc/AAUvwnja2JqamDar1oO6TSfVTOhqflB_JgGWAqz_0TY3ZA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCJGGVXjAWXa4VZoDtBqTYig,True,none,0,2021-04-22T21:48:47Z,2021-04-22T21:48:47Z,2021-04-23,23:10:36,True,0,True
UgwyyBU_3HR8H2ph-U54AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgwyyBU_3HR8H2ph-U54AaABAg,(◍•ᴗ•◍) sos el mejor ✔️,bencei moga,https://yt3.ggpht.com/ytc/AAUvwnhf4mqJoidFnc8_mPklltFKny9lD5sRWIOlTiHjUg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCojoqgyMTCV7t0aKAusf4kw,True,none,0,2021-04-22T21:48:38Z,2021-04-22T21:48:38Z,2021-04-23,23:10:36,True,0,True
Ugx8SdivjJXDT-OJ_gZ4AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugx8SdivjJXDT-OJ_gZ4AaABAg,Esa es una toalla para bebes,Yadira Chacon,https://yt3.ggpht.com/ytc/AAUvwnj4ceumBbwNDR48rsE0QYZ6whkbcW5ZSRHsgA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCGe4fI9MgjI9zwUln1fN07A,True,none,0,2021-04-22T21:47:12Z,2021-04-22T21:47:12Z,2021-04-23,23:10:36,True,0,True
UgwugYteDp61oLOK1Ph4AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgwugYteDp61oLOK1Ph4AaABAg,Yo si vi el mono estaba debajo de el libro curiosidades con mike,Rebeca Sanchez,https://yt3.ggpht.com/ytc/AAUvwngVgwUq0bojT2sf5xtr6lAJITgV8kqLZFYb-sxe=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC7OKIibIgUBwgSCz9sxDA3w,True,none,0,2021-04-22T21:46:54Z,2021-04-22T21:46:54Z,2021-04-23,23:10:36,True,0,True
Ugx46KBNIwpnsRve0Gp4AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugx46KBNIwpnsRve0Gp4AaABAg,"<a href=""https://www.youtube.com/watch?v=q1lCEB683O8&amp;t=3m00s"">3:00</a> abajo en la derecha en la tasa y los cáleles negro y rojo el mono",Valeria Ordonez Lastarria,https://yt3.ggpht.com/ytc/AAUvwniJrzA6_VVjPT8uDNnoG-WxYsGFwl4p9Y-M3AglVA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCxDXSAWqI_B25XZHz-xdLtQ,True,none,1,2021-04-22T21:46:23Z,2021-04-22T21:46:23Z,2021-04-23,23:10:36,True,0,True
Ugy4RL7sXZPqkXt0gU14AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugy4RL7sXZPqkXt0gU14AaABAg,Esto es mejor q las subastas de contenedores,Aventuras Locas GtaV,https://yt3.ggpht.com/ytc/AAUvwnicq7K7WqY2zXPX3ECzziPNM5rOwK1rd_cn_wgw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCkMXR3rk7hTAiextthFBAjA,True,none,0,2021-04-22T21:46:19Z,2021-04-22T21:46:19Z,2021-04-23,23:10:36,True,0,True
Ugy_bVk2qL1u-5z23AJ4AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugy_bVk2qL1u-5z23AJ4AaABAg,De lapizez,Alex con juegos,https://yt3.ggpht.com/ytc/AAUvwnh-SbDpzpEnZ1E_zZrNxukPQmk2fDbAGwZaGoGA5g=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCZaDlGJJoPtOIyGZTc7N8Nw,True,none,0,2021-04-22T21:46:14Z,2021-04-22T21:46:14Z,2021-04-23,23:10:36,True,0,True
UgxpIm2Mr9HDLNS2xJB4AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=UgxpIm2Mr9HDLNS2xJB4AaABAg,Mike saludame,Valeria Mollo,https://yt3.ggpht.com/ytc/AAUvwniCgNOntJFf34yzDdvhh51ZWVt9SNZTEzYtfk3X=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCHzcAT3CV36MwUjgkzLJOEw,True,none,0,2021-04-22T21:45:48Z,2021-04-22T21:45:48Z,2021-04-23,23:10:36,True,0,True
Ugwtet2xIO9XoazQvt54AaABAg,q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8,https://www.youtube.com/watch?v=q1lCEB683O8&lc=Ugwtet2xIO9XoazQvt54AaABAg,Mike ví el mono estába atrás  en la tasa,Alex con juegos,https://yt3.ggpht.com/ytc/AAUvwnh-SbDpzpEnZ1E_zZrNxukPQmk2fDbAGwZaGoGA5g=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCZaDlGJJoPtOIyGZTc7N8Nw,True,none,0,2021-04-22T21:45:35Z,2021-04-22T21:45:35Z,2021-04-23,23:10:36,True,0,True
